YearStart,YearEnd,LocationAbbr,State,Datasource,Class,Topic,Question,Data_Value_Unit,Data_Value_Type,Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit ,Sample_Size,Total,Age(years),Education,Sex,Income,Race/Ethnicity,GeoLocation,ClassID,TopicID,QuestionID,DataValueTypeID,LocationID,StratificationCategory1,Stratification1,StratificationCategoryId1,StratificationID1
2017,2017,NE,Nebraska,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2017,Value,30.2,30.2,,,28.6,31.8,7574,,,,Female,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q037,VALUE,31,Sex,Female,SEX,FEMALE
2017,2017,NE,Nebraska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,29.5,29.5,,,27.9,31.3,6281,,,,Male,,,"(41.641040988001, -99.365720623)",PA,PA1,Q045,VALUE,31,Sex,Male,SEX,MALE
2017,2017,NE,Nebraska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017,Value,19.7,19.7,,,18.3,21.3,6239,,,,Male,,,"(41.641040988001, -99.365720623)",PA,PA1,Q044,VALUE,31,Sex,Male,SEX,MALE
2017,2017,NE,Nebraska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017,Value,18.4,18.4,,,17,19.9,7540,,,,Female,,,"(41.641040988001, -99.365720623)",PA,PA1,Q044,VALUE,31,Sex,Female,SEX,FEMALE
2017,2017,NE,Nebraska,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2017,Value,32.3,32.3,,,30.6,34,7574,,,,Female,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q036,VALUE,31,Sex,Female,SEX,FEMALE
2017,2017,NE,Nebraska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,49.9,49.9,,,48.1,51.7,7613,,,,Female,,,"(41.641040988001, -99.365720623)",PA,PA1,Q043,VALUE,31,Sex,Female,SEX,FEMALE
2017,2017,NE,Nebraska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017,Value,27.5,27.5,,,25.9,29.2,7732,,,,Female,,,"(41.641040988001, -99.365720623)",PA,PA1,Q046,VALUE,31,Sex,Female,SEX,FEMALE
2017,2017,NE,Nebraska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,48.8,48.8,,,46.9,50.7,6309,,,,Male,,,"(41.641040988001, -99.365720623)",PA,PA1,Q043,VALUE,31,Sex,Male,SEX,MALE
2017,2017,NE,Nebraska,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2017,Value,33.2,33.2,,,31.5,34.9,6753,,,,Male,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q036,VALUE,31,Sex,Male,SEX,MALE
2017,2017,NE,Nebraska,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2017,Value,42,42,,,40.2,43.8,6753,,,,Male,,,"(41.641040988001, -99.365720623)",OWS,OWS1,Q037,VALUE,31,Sex,Male,SEX,MALE
2017,2017,NE,Nebraska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,28.3,28.3,,,26.8,29.9,7574,,,,Female,,,"(41.641040988001, -99.365720623)",PA,PA1,Q045,VALUE,31,Sex,Female,SEX,FEMALE
2017,2017,NE,Nebraska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2017,Value,25.7,25.7,,,24.2,27.4,6456,,,,Male,,,"(41.641040988001, -99.365720623)",PA,PA1,Q047,VALUE,31,Sex,Male,SEX,MALE
2017,2017,NE,Nebraska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2017,Value,25,25,,,23.5,26.5,7835,,,,Female,,,"(41.641040988001, -99.365720623)",PA,PA1,Q047,VALUE,31,Sex,Female,SEX,FEMALE
2017,2017,NE,Nebraska,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017,Value,32.2,32.2,,,30.4,34,6366,,,,Male,,,"(41.641040988001, -99.365720623)",PA,PA1,Q046,VALUE,31,Sex,Male,SEX,MALE
2017,2017,NH,New Hampshire,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2017,Value,30.7,30.7,,,28.1,33.4,2858,,,,Female,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q037,VALUE,33,Sex,Female,SEX,FEMALE
2017,2017,NH,New Hampshire,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,53.1,53.1,,,50.2,55.8,2931,,,,Female,,,"(43.655950113, -71.50036092)",PA,PA1,Q043,VALUE,33,Sex,Female,SEX,FEMALE
2017,2017,NH,New Hampshire,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,55.9,55.9,,,52.8,59,2154,,,,Male,,,"(43.655950113, -71.50036092)",PA,PA1,Q043,VALUE,33,Sex,Male,SEX,MALE
2017,2017,NH,New Hampshire,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2017,Value,25.4,25.4,,,23,28,2858,,,,Female,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q036,VALUE,33,Sex,Female,SEX,FEMALE
2017,2017,NH,New Hampshire,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2017,Value,22.3,22.3,,,20,24.9,2235,,,,Male,,,"(43.655950113, -71.50036092)",PA,PA1,Q047,VALUE,33,Sex,Male,SEX,MALE
2017,2017,NH,New Hampshire,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017,Value,29.4,29.4,,,27,32,2994,,,,Female,,,"(43.655950113, -71.50036092)",PA,PA1,Q046,VALUE,33,Sex,Female,SEX,FEMALE
2017,2017,NH,New Hampshire,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017,Value,21.1,21.1,,,18.9,23.4,2900,,,,Female,,,"(43.655950113, -71.50036092)",PA,PA1,Q044,VALUE,33,Sex,Female,SEX,FEMALE
2017,2017,NH,New Hampshire,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,32.8,32.8,,,30.3,35.3,2912,,,,Female,,,"(43.655950113, -71.50036092)",PA,PA1,Q045,VALUE,33,Sex,Female,SEX,FEMALE
2017,2017,NH,New Hampshire,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2017,Value,42.6,42.6,,,39.7,45.6,2326,,,,Male,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q037,VALUE,33,Sex,Male,SEX,MALE
2017,2017,NH,New Hampshire,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2017,Value,30.6,30.6,,,28,33.3,2326,,,,Male,,,"(43.655950113, -71.50036092)",OWS,OWS1,Q036,VALUE,33,Sex,Male,SEX,MALE
2017,2017,NH,New Hampshire,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017,Value,21.8,21.8,,,19.2,24.6,2119,,,,Male,,,"(43.655950113, -71.50036092)",PA,PA1,Q044,VALUE,33,Sex,Male,SEX,MALE
2017,2017,NH,New Hampshire,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2017,Value,25.3,25.3,,,23.1,27.7,3043,,,,Female,,,"(43.655950113, -71.50036092)",PA,PA1,Q047,VALUE,33,Sex,Female,SEX,FEMALE
2017,2017,NH,New Hampshire,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,36.3,36.3,,,33.4,39.3,2147,,,,Male,,,"(43.655950113, -71.50036092)",PA,PA1,Q045,VALUE,33,Sex,Male,SEX,MALE
2017,2017,NH,New Hampshire,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017,Value,31.5,31.5,,,28.6,34.6,2185,,,,Male,,,"(43.655950113, -71.50036092)",PA,PA1,Q046,VALUE,33,Sex,Male,SEX,MALE
2017,2017,NJ,New Jersey,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017,Value,18.3,18.3,,,16.5,20.2,5985,,,,Female,,,"(40.130570048, -74.273691288)",PA,PA1,Q044,VALUE,34,Sex,Female,SEX,FEMALE
2017,2017,NJ,New Jersey,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,46.1,46.1,,,43.9,48.3,6055,,,,Female,,,"(40.130570048, -74.273691288)",PA,PA1,Q043,VALUE,34,Sex,Female,SEX,FEMALE
2017,2017,NJ,New Jersey,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2017,Value,30.1,30.1,,,28.2,32.1,5815,,,,Female,,,"(40.130570048, -74.273691288)",OWS,OWS1,Q037,VALUE,34,Sex,Female,SEX,FEMALE
2017,2017,NJ,New Jersey,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017,Value,26.6,26.6,,,24.6,28.6,6195,,,,Female,,,"(40.130570048, -74.273691288)",PA,PA1,Q046,VALUE,34,Sex,Female,SEX,FEMALE
2017,2017,NJ,New Jersey,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017,Value,39.6,39.6,,,37.2,42.1,4465,,,,Male,,,"(40.130570048, -74.273691288)",PA,PA1,Q046,VALUE,34,Sex,Male,SEX,MALE
2017,2017,NJ,New Jersey,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017,Value,25.8,25.8,,,23.6,28.2,4313,,,,Male,,,"(40.130570048, -74.273691288)",PA,PA1,Q044,VALUE,34,Sex,Male,SEX,MALE
2017,2017,NJ,New Jersey,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2017,Value,40.5,40.5,,,38.2,42.9,4579,,,,Male,,,"(40.130570048, -74.273691288)",OWS,OWS1,Q037,VALUE,34,Sex,Male,SEX,MALE
2017,2017,NJ,New Jersey,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,52.1,52.1,,,49.6,54.6,4367,,,,Male,,,"(40.130570048, -74.273691288)",PA,PA1,Q043,VALUE,34,Sex,Male,SEX,MALE
2017,2017,NJ,New Jersey,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,26.3,26.3,,,24.4,28.3,6014,,,,Female,,,"(40.130570048, -74.273691288)",PA,PA1,Q045,VALUE,34,Sex,Female,SEX,FEMALE
2017,2017,NJ,New Jersey,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2017,Value,26.4,26.4,,,24.3,28.5,4539,,,,Male,,,"(40.130570048, -74.273691288)",PA,PA1,Q047,VALUE,34,Sex,Male,SEX,MALE
2017,2017,NJ,New Jersey,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2017,Value,25.2,25.2,,,23.3,27.2,5815,,,,Female,,,"(40.130570048, -74.273691288)",OWS,OWS1,Q036,VALUE,34,Sex,Female,SEX,FEMALE
2017,2017,NJ,New Jersey,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2017,Value,31.5,31.5,,,29.5,33.5,6294,,,,Female,,,"(40.130570048, -74.273691288)",PA,PA1,Q047,VALUE,34,Sex,Female,SEX,FEMALE
2017,2017,NJ,New Jersey,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,32.1,32.1,,,29.7,34.5,4342,,,,Male,,,"(40.130570048, -74.273691288)",PA,PA1,Q045,VALUE,34,Sex,Male,SEX,MALE
2017,2017,NJ,New Jersey,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2017,Value,29.3,29.3,,,27.1,31.6,4579,,,,Male,,,"(40.130570048, -74.273691288)",OWS,OWS1,Q036,VALUE,34,Sex,Male,SEX,MALE
2017,2017,NM,New Mexico,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2017,Value,27.4,27.4,,,25.2,29.8,2768,,,,Male,,,"(34.520880952, -106.240580985)",OWS,OWS1,Q036,VALUE,35,Sex,Male,SEX,MALE
2017,2017,NM,New Mexico,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017,Value,20.4,20.4,,,18.3,22.6,3201,,,,Female,,,"(34.520880952, -106.240580985)",PA,PA1,Q044,VALUE,35,Sex,Female,SEX,FEMALE
2017,2017,NM,New Mexico,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2017,Value,31.8,31.8,,,29.5,34.2,3275,,,,Female,,,"(34.520880952, -106.240580985)",OWS,OWS1,Q037,VALUE,35,Sex,Female,SEX,FEMALE
2017,2017,NM,New Mexico,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017,Value,37.1,37.1,,,34.5,39.8,2588,,,,Male,,,"(34.520880952, -106.240580985)",PA,PA1,Q046,VALUE,35,Sex,Male,SEX,MALE
2017,2017,NM,New Mexico,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017,Value,28.8,28.8,,,26.5,31.2,3285,,,,Female,,,"(34.520880952, -106.240580985)",PA,PA1,Q046,VALUE,35,Sex,Female,SEX,FEMALE
2017,2017,NM,New Mexico,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,56.9,56.9,,,54.2,59.5,2553,,,,Male,,,"(34.520880952, -106.240580985)",PA,PA1,Q043,VALUE,35,Sex,Male,SEX,MALE
2017,2017,NM,New Mexico,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2017,Value,26.7,26.7,,,24.5,28.9,3333,,,,Female,,,"(34.520880952, -106.240580985)",PA,PA1,Q047,VALUE,35,Sex,Female,SEX,FEMALE
2017,2017,NM,New Mexico,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,31.8,31.8,,,29.4,34.2,3213,,,,Female,,,"(34.520880952, -106.240580985)",PA,PA1,Q045,VALUE,35,Sex,Female,SEX,FEMALE
2017,2017,NM,New Mexico,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,37.3,37.3,,,34.8,39.9,2538,,,,Male,,,"(34.520880952, -106.240580985)",PA,PA1,Q045,VALUE,35,Sex,Male,SEX,MALE
2017,2017,NM,New Mexico,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2017,Value,29.4,29.4,,,27.1,31.7,3275,,,,Female,,,"(34.520880952, -106.240580985)",OWS,OWS1,Q036,VALUE,35,Sex,Female,SEX,FEMALE
2017,2017,NM,New Mexico,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2017,Value,41.6,41.6,,,39.1,44.2,2768,,,,Male,,,"(34.520880952, -106.240580985)",OWS,OWS1,Q037,VALUE,35,Sex,Male,SEX,MALE
2017,2017,NM,New Mexico,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2017,Value,22.2,22.2,,,20.1,24.5,2630,,,,Male,,,"(34.520880952, -106.240580985)",PA,PA1,Q047,VALUE,35,Sex,Male,SEX,MALE
2017,2017,NM,New Mexico,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,51.3,51.3,,,48.7,53.9,3235,,,,Female,,,"(34.520880952, -106.240580985)",PA,PA1,Q043,VALUE,35,Sex,Female,SEX,FEMALE
2017,2017,NM,New Mexico,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017,Value,26.1,26.1,,,23.7,28.6,2526,,,,Male,,,"(34.520880952, -106.240580985)",PA,PA1,Q044,VALUE,35,Sex,Male,SEX,MALE
2017,2017,NV,Nevada,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,28.9,28.9,,,25.8,32.1,1533,,,,Male,,,"(39.49324039, -117.071840564)",PA,PA1,Q045,VALUE,32,Sex,Male,SEX,MALE
2017,2017,NV,Nevada,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2017,Value,26.3,26.3,,,23.2,29.6,1608,,,,Male,,,"(39.49324039, -117.071840564)",OWS,OWS1,Q036,VALUE,32,Sex,Male,SEX,MALE
2017,2017,NV,Nevada,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2017,Value,46.3,46.3,,,42.7,49.8,1608,,,,Male,,,"(39.49324039, -117.071840564)",OWS,OWS1,Q037,VALUE,32,Sex,Male,SEX,MALE
2017,2017,NV,Nevada,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017,Value,21.3,21.3,,,18.6,24.2,1528,,,,Male,,,"(39.49324039, -117.071840564)",PA,PA1,Q044,VALUE,32,Sex,Male,SEX,MALE
2017,2017,NV,Nevada,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2017,Value,31,31,,,27.9,34.4,1888,,,,Female,,,"(39.49324039, -117.071840564)",OWS,OWS1,Q037,VALUE,32,Sex,Female,SEX,FEMALE
2017,2017,NV,Nevada,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017,Value,28,28,,,24.9,31.3,1945,,,,Female,,,"(39.49324039, -117.071840564)",PA,PA1,Q046,VALUE,32,Sex,Female,SEX,FEMALE
2017,2017,NV,Nevada,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2017,Value,27.1,27.1,,,24,30.4,1888,,,,Female,,,"(39.49324039, -117.071840564)",OWS,OWS1,Q036,VALUE,32,Sex,Female,SEX,FEMALE
2017,2017,NV,Nevada,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017,Value,17.7,17.7,,,15.2,20.4,1883,,,,Female,,,"(39.49324039, -117.071840564)",PA,PA1,Q044,VALUE,32,Sex,Female,SEX,FEMALE
2017,2017,NV,Nevada,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,29.7,29.7,,,26.7,32.9,1887,,,,Female,,,"(39.49324039, -117.071840564)",PA,PA1,Q045,VALUE,32,Sex,Female,SEX,FEMALE
2017,2017,NV,Nevada,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2017,Value,29.7,29.7,,,26.4,33.3,1593,,,,Male,,,"(39.49324039, -117.071840564)",PA,PA1,Q047,VALUE,32,Sex,Male,SEX,MALE
2017,2017,NV,Nevada,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,45.9,45.9,,,42.4,49.5,1544,,,,Male,,,"(39.49324039, -117.071840564)",PA,PA1,Q043,VALUE,32,Sex,Male,SEX,MALE
2017,2017,NV,Nevada,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,48.2,48.2,,,44.7,51.7,1904,,,,Female,,,"(39.49324039, -117.071840564)",PA,PA1,Q043,VALUE,32,Sex,Female,SEX,FEMALE
2017,2017,NV,Nevada,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017,Value,34.5,34.5,,,31.2,38,1571,,,,Male,,,"(39.49324039, -117.071840564)",PA,PA1,Q046,VALUE,32,Sex,Male,SEX,MALE
2017,2017,NV,Nevada,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2017,Value,26.3,26.3,,,23.3,29.5,1976,,,,Female,,,"(39.49324039, -117.071840564)",PA,PA1,Q047,VALUE,32,Sex,Female,SEX,FEMALE
2017,2017,NY,New York,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2017,Value,29.7,29.7,,,28.1,31.4,5970,,,,Female,,,"(42.827001032, -75.543970427)",PA,PA1,Q047,VALUE,36,Sex,Female,SEX,FEMALE
2017,2017,NY,New York,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,31,31,,,29.3,32.8,4779,,,,Male,,,"(42.827001032, -75.543970427)",PA,PA1,Q045,VALUE,36,Sex,Male,SEX,MALE
2017,2017,NY,New York,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,48.1,48.1,,,46.3,50,5643,,,,Female,,,"(42.827001032, -75.543970427)",PA,PA1,Q043,VALUE,36,Sex,Female,SEX,FEMALE
2017,2017,NY,New York,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,2017,Value,22.4,22.4,,,20.8,24.1,4736,,,,Male,,,"(42.827001032, -75.543970427)",PA,PA1,Q044,VALUE,36,Sex,Male,SEX,MALE
2017,2017,NY,New York,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,50.6,50.6,,,48.7,52.6,4808,,,,Male,,,"(42.827001032, -75.543970427)",PA,PA1,Q043,VALUE,36,Sex,Male,SEX,MALE
2017,2017,NY,New York,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),2017,Value,27.3,27.3,,,25.7,29,5600,,,,Female,,,"(42.827001032, -75.543970427)",PA,PA1,Q045,VALUE,36,Sex,Female,SEX,FEMALE
2017,2017,NY,New York,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,2017,Value,24.3,24.3,,,22.7,26.1,5010,,,,Male,,,"(42.827001032, -75.543970427)",PA,PA1,Q047,VALUE,36,Sex,Male,SEX,MALE
2017,2017,NY,New York,BRFSS,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,2017,Value,25.5,25.5,,,24,27.1,5818,,,,Female,,,"(42.827001032, -75.543970427)",PA,PA1,Q046,VALUE,36,Sex,Female,SEX,FEMALE
2017,2017,NY,New York,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have obesity,2017,Value,25.3,25.3,,,23.8,26.9,5897,,,,Female,,,"(42.827001032, -75.543970427)",OWS,OWS1,Q036,VALUE,36,Sex,Female,SEX,FEMALE
2017,2017,NY,New York,BRFSS,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,2017,Value,42.3,42.3,,,40.5,44.1,5282,,,,Male,,,"(42.827001032, -75.543970427)",OWS,OWS1,Q037,VALUE,36,Sex,Male,SEX,MALE
